R_m,A,outcome,P,T,E,E2,how_P,E_over_Eb_at_pulse_end_P,impacts_in_pulse_P,N_min_P,max_H_over_N_P,contact_label
0.25,5.66,O,O,O,O,O,event,10.593492178365,0,0.713153306,0.382353468,ideal no-slip/no-flight constraint result
0.25,5.67,O,O,O,O,O,event,10.614170839315,0,0.712535011,0.382768720,ideal no-slip/no-flight constraint result
0.25,5.68,O,O,O,O,O,event,10.634829341801,0,0.711917319,0.383185880,ideal no-slip/no-flight constraint result
0.25,5.69,O,O,O,O,O,event,10.655467766902,0,0.711300227,0.383603676,ideal no-slip/no-flight constraint result
0.25,5.70,O,O,O,O,O,event,10.676086195135,0,0.710683734,0.384022449,ideal no-slip/no-flight constraint result
0.25,5.71,O,O,O,O,O,event,10.696684706464,0,0.710067835,0.384442217,ideal no-slip/no-flight constraint result
0.25,5.72,O,O,O,O,O,event,10.717263380301,0,0.709452530,0.384863307,ideal no-slip/no-flight constraint result
0.25,5.73,O,O,O,O,O,event,10.737822295513,0,0.708837816,0.385285857,ideal no-slip/no-flight constraint result
0.25,5.74,O,O,O,O,O,event,10.758361530426,0,0.708223690,0.385709089,ideal no-slip/no-flight constraint result
0.25,5.75,O,O,O,O,O,event,10.778881162834,0,0.707610150,0.386133737,ideal no-slip/no-flight constraint result
0.25,5.76,O,O,O,O,O,event,10.799381270001,0,0.706997194,0.386559482,ideal no-slip/no-flight constraint result
0.25,5.77,O,O,O,O,O,event,10.819861928663,0,0.706384820,0.386986901,ideal no-slip/no-flight constraint result
0.25,5.78,O,O,O,O,O,event,10.840323215041,0,0.705773025,0.387415328,ideal no-slip/no-flight constraint result
0.25,5.79,O,O,O,O,O,event,10.860765204839,0,0.705161807,0.387845035,ideal no-slip/no-flight constraint result
0.25,5.80,O,O,O,O,O,event,10.881187973252,0,0.704551163,0.388275786,ideal no-slip/no-flight constraint result
0.25,5.81,O,O,O,O,O,event,10.901591594969,0,0.703941092,0.388708732,ideal no-slip/no-flight constraint result
0.25,5.82,O,O,O,O,O,event,10.921976144179,0,0.703331591,0.389142671,ideal no-slip/no-flight constraint result
0.25,5.83,O,O,O,O,O,event,10.942341694577,0,0.702722659,0.389578310,ideal no-slip/no-flight constraint result
0.25,5.84,O,O,O,O,O,event,10.962688319365,0,0.702114292,0.390015225,ideal no-slip/no-flight constraint result
0.25,5.85,O,O,O,O,O,event,10.983016091261,0,0.701506489,0.390453887,ideal no-slip/no-flight constraint result
0.25,5.86,O,O,O,O,O,event,11.003325082498,0,0.700899247,0.390893887,ideal no-slip/no-flight constraint result
0.25,5.87,O,O,O,O,O,event,11.023615364834,0,0.700292565,0.391335722,ideal no-slip/no-flight constraint result
0.25,5.88,O,O,O,O,O,event,11.043887009555,0,0.699686440,0.391779258,ideal no-slip/no-flight constraint result
0.25,5.89,O,O,O,O,O,event,11.064140087474,0,0.699080870,0.392224816,ideal no-slip/no-flight constraint result
0.25,5.90,O,O,O,O,O,event,11.084374668945,0,0.698475854,0.392672207,ideal no-slip/no-flight constraint result
0.25,5.91,O,O,O,O,O,event,11.104590823858,0,0.697871388,0.393121186,ideal no-slip/no-flight constraint result
0.25,5.92,O,O,O,O,O,event,11.124788621649,0,0.697267471,0.393572412,ideal no-slip/no-flight constraint result
0.25,5.93,O,O,O,O,O,event,11.144968131303,0,0.696664101,0.394025594,ideal no-slip/no-flight constraint result
0.25,5.94,O,O,O,O,O,event,11.165129421355,0,0.696061276,0.394480833,ideal no-slip/no-flight constraint result
0.25,5.95,O,O,O,O,O,event,11.185272559899,0,0.695458993,0.394938192,ideal no-slip/no-flight constraint result
0.25,5.96,O,O,O,O,O,event,11.205397614588,0,0.694857252,0.395397919,ideal no-slip/no-flight constraint result
0.25,5.97,O,O,O,O,O,event,11.225504652640,0,0.694256048,0.395859988,ideal no-slip/no-flight constraint result
0.25,5.98,O,O,O,O,O,event,11.245593740842,0,0.693655382,0.396324290,ideal no-slip/no-flight constraint result
0.25,5.99,O,O,O,O,O,event,11.265664945551,0,0.693055250,0.396791366,ideal no-slip/no-flight constraint result
0.25,6.00,O,O,O,O,O,event,11.285718332703,0,0.692455651,0.397261088,ideal no-slip/no-flight constraint result
0.5,1.00,S,S,S,S,S,rest,0.000000000000,0,1.000000000,0.202710036,within contact bounds
0.5,1.01,S,S,S,S,S,rest,0.000000000000,726,0.943141430,0.203215771,within contact bounds
0.5,1.02,S,S,S,S,S,energy outward,0.000002953026,405,0.945442004,0.203719920,within contact bounds
0.5,1.03,S,S,S,S,S,energy outward,0.000061818061,377,0.941250181,0.204222609,within contact bounds
0.5,1.04,S,S,S,S,S,energy after landing,0.000253129582,25,0.944145100,0.204723659,within contact bounds
0.5,1.05,S,S,S,S,S,energy after landing,0.001803025881,15,0.940730699,0.205223043,within contact bounds
0.5,1.06,S,S,S,S,S,energy after landing,0.004937183911,10,0.944051350,0.205720789,within contact bounds
0.5,1.07,S,S,S,S,S,energy outward,0.010883293395,8,0.944700061,0.206217180,within contact bounds
0.5,1.08,S,S,S,S,S,energy outward,0.010154913798,6,0.950852567,0.206712191,within contact bounds
0.5,1.09,S,S,S,S,S,energy after landing,0.028449298577,5,0.943307928,0.207205652,within contact bounds
0.5,1.10,S,S,S,S,S,energy outward,0.007329858583,4,0.957614124,0.207697666,within contact bounds
0.5,1.11,S,S,S,S,S,energy after landing,0.044328962661,3,0.953225445,0.208188489,within contact bounds
0.5,1.12,S,S,S,S,S,energy after landing,0.067780492907,3,0.948706144,0.208677994,within contact bounds
0.5,1.13,S,S,S,S,S,energy after landing,0.074402809501,3,0.943973058,0.209165913,within contact bounds
0.5,1.14,S,S,S,S,S,energy after landing,0.053040449049,3,0.938887300,0.209653040,within contact bounds
0.5,1.15,S,S,S,S,S,energy outward,0.009458811778,2,0.967522708,0.210138602,within contact bounds
0.5,1.16,S,S,S,S,S,energy after landing,0.055939249812,1,0.966984640,0.210623010,within contact bounds
0.5,1.17,S,S,S,S,S,energy after landing,0.099858601618,1,0.965193808,0.211106356,within contact bounds
0.5,1.18,S,S,S,S,S,energy after landing,0.142516316372,1,0.963429867,0.211588365,within contact bounds
0.5,1.19,S,S,S,S,S,energy outward,0.183991826018,1,0.961692134,0.212069419,within contact bounds
0.5,1.20,S,S,S,S,S,energy outward,0.224354578219,1,0.959979957,0.212549148,within contact bounds
0.5,1.21,S,S,S,S,S,energy outward,0.263665770184,1,0.958292717,0.213028003,within contact bounds
0.5,1.22,S,S,S,S,S,energy outward,0.301979713404,1,0.956629823,0.213505910,within contact bounds
0.5,1.23,S,S,S,S,S,energy outward,0.339344920874,1,0.954990715,0.213982344,within contact bounds
0.5,1.24,S,S,S,S,S,energy outward,0.375804982696,1,0.953374860,0.214458224,within contact bounds
0.5,1.25,S,S,S,S,S,energy outward,0.411399278241,1,0.951781751,0.214932790,within contact bounds
0.5,1.26,S,S,S,S,S,energy outward,0.446163560620,1,0.950210910,0.215406474,within contact bounds
0.5,1.27,S,S,S,S,S,energy outward,0.480130440334,1,0.948661882,0.215879231,within contact bounds
0.5,1.28,S,S,S,S,S,energy outward,0.513329788531,1,0.947134238,0.216350994,within contact bounds
0.5,1.29,S,S,S,S,S,energy outward,0.545789075615,1,0.945627570,0.216821556,within contact bounds
0.5,1.30,S,S,S,S,S,energy outward,0.577533657401,1,0.944141497,0.217291676,within contact bounds
0.5,1.31,S,S,S,S,S,energy outward,0.608587018419,1,0.942675655,0.217760746,within contact bounds
0.5,1.32,S,S,S,S,S,energy outward,0.638970979943,1,0.941229705,0.218228683,within contact bounds
0.5,1.33,S,S,S,S,S,energy outward,0.668705878798,1,0.939803327,0.218695971,within contact bounds
0.5,1.34,S,S,S,S,S,energy outward,0.697810721804,1,0.938396222,0.219162421,within contact bounds
0.5,1.35,S,S,S,S,S,energy outward,0.726303319799,1,0.937008110,0.219628020,within contact bounds
0.5,1.36,S,S,S,S,S,energy outward,0.754200404449,1,0.935638728,0.220092813,within contact bounds
0.5,1.37,S,S,S,S,S,energy outward,0.781517730464,1,0.934287833,0.220556721,within contact bounds
0.5,1.38,S,S,S,S,S,energy outward,0.808270165409,1,0.932955200,0.221019823,within contact bounds
0.5,1.39,S,S,S,S,S,energy outward,0.834471768891,1,0.931640619,0.221482135,within contact bounds
0.5,1.40,S,S,S,S,S,energy outward,0.860135862627,1,0.930343897,0.221943669,within contact bounds
0.5,1.41,S,S,S,S,S,energy outward,0.885275092658,1,0.929064858,0.222404546,within contact bounds
0.5,1.42,S,S,S,S,S,energy outward,0.909901484750,1,0.927803341,0.222864585,within contact bounds
0.5,1.43,S,S,S,S,S,energy outward,0.934026493891,1,0.926559199,0.223323883,within contact bounds
0.5,1.44,S,S,S,S,S,energy outward,0.957661048629,1,0.925332301,0.223782466,within contact bounds
0.5,1.45,S,S,S,S,S,energy outward,0.980815590910,1,0.924122529,0.224240330,within contact bounds
0.5,1.46,O,O,O,O,O,energy outward,1.003500111965,1,0.922929780,0.224697375,within contact bounds
0.5,1.47,O,O,O,O,O,energy outward,1.025724184707,1,0.921753962,0.225153588,within contact bounds
0.5,1.48,O,O,O,O,O,energy outward,1.047496993075,1,0.920594999,0.225609366,within contact bounds
0.5,1.49,O,O,O,O,O,energy outward,1.068827358653,1,0.919452824,0.226064630,within contact bounds
0.5,1.50,O,O,O,O,O,energy outward,1.089723764880,1,0.918327386,0.226519195,within contact bounds
0.5,1.51,O,O,O,O,O,energy outward,1.110194379127,1,0.917218642,0.226972956,within contact bounds
0.5,1.52,O,O,O,O,O,energy outward,1.130247072850,1,0.916126564,0.227425911,within contact bounds
0.5,1.53,O,O,O,O,O,energy outward,1.149889440057,1,0.915051134,0.227878218,within contact bounds
0.5,1.54,O,O,O,O,O,energy outward,1.169128814224,1,0.913992343,0.228330385,within contact bounds
0.5,1.55,O,O,O,O,O,energy outward,1.187972283867,1,0.912950194,0.228913010,within contact bounds
0.5,1.56,O,O,O,O,O,energy outward,1.206426706856,1,0.911924702,0.229762119,within contact bounds
0.5,1.57,O,O,O,O,O,energy outward,1.224498723641,1,0.910915890,0.230567965,within contact bounds
0.5,1.58,O,O,O,O,O,energy outward,1.242194769463,1,0.909923792,0.231330932,within contact bounds
0.5,1.59,O,O,O,O,O,energy outward,1.259521085665,1,0.908948449,0.232051389,within contact bounds
0.5,1.60,O,O,O,O,O,energy outward,1.276483730184,1,0.907989914,0.232729689,within contact bounds
0.5,1.61,O,O,O,O,O,energy outward,1.293088587298,1,0.907048249,0.233366170,within contact bounds
0.5,1.62,O,O,O,O,O,energy outward,1.309341376697,1,0.906123524,0.233961156,within contact bounds
0.5,1.63,O,O,O,O,O,energy outward,1.325247661943,1,0.905215816,0.234514957,within contact bounds
0.5,1.64,O,O,O,O,O,energy outward,1.340812858367,1,0.904325214,0.235027869,within contact bounds
0.5,1.65,O,O,O,O,O,energy outward,1.356042240457,1,0.903451813,0.235500174,within contact bounds
0.5,1.66,O,O,O,O,O,energy outward,1.370940948783,1,0.902595715,0.235932141,within contact bounds
0.5,1.67,O,O,O,O,O,energy outward,1.385513996490,1,0.901757033,0.236324026,within contact bounds
0.5,1.68,O,O,O,O,O,energy outward,1.399766275406,1,0.900935885,0.236676074,within contact bounds
0.5,1.69,O,O,O,O,O,energy outward,1.413702561791,1,0.900132397,0.236988515,within contact bounds
0.5,1.70,O,O,O,O,O,energy outward,1.427327521760,1,0.899346703,0.237261569,within contact bounds
0.5,1.71,O,O,O,O,O,energy outward,1.440645716402,1,0.898578945,0.237495444,within contact bounds
0.5,1.72,O,O,O,O,O,energy outward,1.453661606628,1,0.897829269,0.237690335,within contact bounds
0.5,1.73,O,O,O,O,O,energy outward,1.466379557758,1,0.897097830,0.237846429,within contact bounds
0.5,1.74,O,O,O,O,O,energy outward,1.478803843886,1,0.896384791,0.237963898,within contact bounds
0.5,1.75,O,O,O,O,O,energy outward,1.490938652019,1,0.895690319,0.238042908,within contact bounds
0.5,1.76,O,O,O,O,O,energy outward,1.502788086027,1,0.895014589,0.238125186,within contact bounds
0.5,1.77,O,O,O,O,O,energy outward,1.514356170406,1,0.894357781,0.238564591,within contact bounds
0.5,1.78,O,O,O,O,O,energy outward,1.525646853881,1,0.893720082,0.239003088,within contact bounds
0.5,1.79,O,O,O,O,O,energy outward,1.536664012848,1,0.893101687,0.239441603,within contact bounds
0.5,1.80,O,O,O,O,O,energy outward,1.547411454679,1,0.892502793,0.239879342,within contact bounds
0.5,1.81,O,O,O,O,O,energy outward,1.557892920899,1,0.891923607,0.240316586,within contact bounds
0.5,1.82,O,O,O,O,O,energy outward,1.568112090243,1,0.891364339,0.240753530,within contact bounds
0.5,1.83,O,O,O,O,O,energy outward,1.578072581599,1,0.890825205,0.241189890,within contact bounds
0.5,1.84,O,O,O,O,O,energy outward,1.587777956864,1,0.890306429,0.241626007,within contact bounds
0.5,1.85,O,O,O,O,O,energy outward,1.597231723696,1,0.889808236,0.242061088,within contact bounds
0.5,1.86,O,O,O,O,O,energy outward,1.606437338191,1,0.889330862,0.242496611,within contact bounds
0.5,1.87,O,O,O,O,O,energy outward,1.615398207485,1,0.888874543,0.242931040,within contact bounds
0.5,1.88,O,O,O,O,O,energy outward,1.624117692285,1,0.888439525,0.243365407,within contact bounds
0.5,1.89,O,O,O,O,O,energy outward,1.632599109346,1,0.888026055,0.243799046,within contact bounds
0.5,1.90,O,O,O,O,O,energy outward,1.640845733885,1,0.887634388,0.244232305,within contact bounds
0.5,1.91,O,O,O,O,O,energy outward,1.648860801958,1,0.887264784,0.244665529,within contact bounds
0.5,1.92,O,O,O,O,O,energy outward,1.656647512786,1,0.886917505,0.245097750,within contact bounds
0.5,1.93,O,O,O,O,O,energy outward,1.664209031051,1,0.886592821,0.245530154,within contact bounds
0.5,1.94,O,O,O,O,O,energy outward,1.671548489162,1,0.886291007,0.245961823,within contact bounds
0.5,1.95,O,O,O,O,O,energy outward,1.678668989496,1,0.886012340,0.246392925,within contact bounds
0.5,1.96,O,O,O,O,O,energy outward,1.685573606616,1,0.885757105,0.246824064,within contact bounds
0.5,1.97,O,O,O,O,O,energy outward,1.692265389485,1,0.885525589,0.247254199,within contact bounds
0.5,1.98,O,O,O,O,O,energy outward,1.698747363658,1,0.885318085,0.247684474,within contact bounds
0.5,1.99,O,O,O,O,O,energy outward,1.705022533485,1,0.885134891,0.248114316,within contact bounds
0.5,2.00,O,O,O,O,O,energy outward,1.711093884306,1,0.884976309,0.248543263,within contact bounds
0.5,2.01,O,O,O,O,O,energy outward,1.716964384658,1,0.884842645,0.248972479,within contact bounds
0.5,2.02,O,O,O,O,O,energy outward,1.722636988490,1,0.884734210,0.249401115,within contact bounds
0.5,2.03,O,O,O,O,O,energy outward,1.728114637402,1,0.884651321,0.249828896,within contact bounds
0.5,2.04,O,O,O,O,O,energy outward,1.733400262902,1,0.884594296,0.250257176,within contact bounds
0.5,2.05,O,O,O,O,O,energy outward,1.738496788695,1,0.884563461,0.250684530,within contact bounds
0.5,2.06,O,O,O,O,O,energy outward,1.743407132999,1,0.884559143,0.251111194,within contact bounds
0.5,2.07,O,O,O,O,O,energy outward,1.748134210915,1,0.884581676,0.251538378,within contact bounds
0.5,2.08,O,O,O,O,O,energy outward,1.752680936825,1,0.884631398,0.251964647,within contact bounds
0.5,2.09,O,O,O,O,O,energy outward,1.757050226861,1,0.884708650,0.252390244,within contact bounds
0.5,2.10,O,O,O,O,O,energy outward,1.761245001416,1,0.884813777,0.252816317,within contact bounds
0.5,2.11,O,O,O,O,O,energy outward,1.765268187734,1,0.884947129,0.253241548,within contact bounds
0.5,2.12,O,O,O,O,O,energy outward,1.769122722562,1,0.885109062,0.253666127,within contact bounds
0.5,2.13,O,O,O,O,O,energy outward,1.772811554894,1,0.885299933,0.254090863,within contact bounds
0.5,2.14,O,O,O,O,O,energy outward,1.776337648791,1,0.885520105,0.254515307,within contact bounds
0.5,2.15,O,O,O,O,O,energy outward,1.779703986308,1,0.885769945,0.254938914,within contact bounds
0.5,2.16,O,O,O,O,O,energy outward,1.782913570519,1,0.886049823,0.255362430,within contact bounds
0.5,2.17,O,O,O,O,O,energy outward,1.785969428667,1,0.886360114,0.255785945,within contact bounds
0.5,2.18,O,O,O,O,O,energy outward,1.788874615426,1,0.886701198,0.256208669,within contact bounds
0.5,2.19,O,O,O,O,O,energy outward,1.791632216316,1,0.887073457,0.256630907,within contact bounds
0.5,2.20,O,O,O,O,O,energy outward,1.794245351252,1,0.887477279,0.257053520,within contact bounds
0.5,2.21,O,O,O,O,O,energy outward,1.796717178259,1,0.887913054,0.257475536,within contact bounds
0.5,2.22,O,O,O,O,O,energy outward,1.799050897369,1,0.888381178,0.257896658,within contact bounds
0.5,2.23,O,O,O,O,O,energy outward,1.801249754691,1,0.888882049,0.258318089,within contact bounds
0.5,2.24,O,O,O,O,O,energy outward,1.803317046701,1,0.889416071,0.258739265,within contact bounds
0.5,2.25,O,O,O,O,O,energy outward,1.805256124745,1,0.889983650,0.259159870,within contact bounds
0.5,2.26,O,O,O,O,O,energy outward,1.807070399787,1,0.890585197,0.259579680,within contact bounds
0.5,2.27,O,O,O,O,O,energy outward,1.808763347409,1,0.891221126,0.260000057,within contact bounds
0.5,2.28,O,O,O,O,O,energy outward,1.810338513106,1,0.891891857,0.260419884,within contact bounds
0.5,2.29,O,O,O,O,O,energy outward,1.811799517874,1,0.892597810,0.260839168,within contact bounds
0.5,2.30,O,O,O,O,O,energy outward,1.813150064138,1,0.893339413,0.261257916,within contact bounds
0.5,2.31,O,O,O,O,O,energy outward,1.814393942031,1,0.894117094,0.261677009,within contact bounds
0.5,2.32,O,O,O,O,O,energy outward,1.815535036071,1,0.894931287,0.262095575,within contact bounds
0.5,2.33,O,O,O,O,O,energy outward,1.816577332258,1,0.895782428,0.262513625,within contact bounds
0.5,2.34,O,O,O,O,O,energy outward,1.817524925629,1,0.896670957,0.262931170,within contact bounds
0.5,2.35,O,O,O,O,O,energy outward,1.818382028317,1,0.897588615,0.263349116,within contact bounds
0.5,2.36,O,O,O,O,O,energy outward,1.819152978154,1,0.898505413,0.263766505,within contact bounds
0.5,2.37,O,O,O,O,O,energy outward,1.819842247866,1,0.899418859,0.264183409,within contact bounds
0.5,2.38,O,O,O,O,O,energy outward,1.820454454917,1,0.900329491,0.264599836,within contact bounds
0.5,2.39,O,O,O,O,O,energy outward,1.820994372059,1,0.901236416,0.265016510,within contact bounds
0.5,2.40,O,O,O,O,O,energy outward,1.821466938653,1,0.902140882,0.265432804,within contact bounds
0.5,2.41,O,O,O,O,O,energy outward,1.821877272835,1,0.903041571,0.265848643,within contact bounds
0.5,2.42,O,O,O,O,O,energy outward,1.822230684609,1,0.903939644,0.266264036,within contact bounds
0.5,2.43,O,O,O,O,O,energy outward,1.822532689953,1,0.904834561,0.266679276,within contact bounds
0.5,2.44,O,O,O,O,O,energy outward,1.822789026033,1,0.905726375,0.267094549,within contact bounds
0.5,2.45,O,O,O,O,O,energy outward,1.823005667652,1,0.906615646,0.267509398,within contact bounds
0.5,2.46,O,O,O,O,O,energy after landing,2.059873626658,0,0.907501275,0.267923655,within contact bounds
0.5,2.47,O,O,O,O,O,energy after landing,2.060009633636,0,0.908384671,0.268337539,within contact bounds
0.5,2.48,O,O,O,O,O,energy after landing,2.060063919328,0,0.909264366,0.268751728,within contact bounds
0.5,2.49,O,O,O,O,O,energy after landing,2.060036405512,0,0.910030316,0.269165780,within contact bounds
0.5,2.50,O,O,O,O,O,energy after landing,2.059927014853,0,0.910033522,0.269579162,within contact bounds
0.5,2.51,O,O,O,O,O,energy after landing,2.059735670907,0,0.910039129,0.269992140,within contact bounds
0.5,2.52,O,O,O,O,O,energy after landing,2.059462298129,0,0.910047140,0.270404948,within contact bounds
0.5,2.53,O,O,O,O,O,energy after landing,2.059106821871,0,0.910057557,0.270817844,within contact bounds
0.5,2.54,O,O,O,O,O,energy after landing,2.058669168393,0,0.910070382,0.271230348,within contact bounds
0.5,2.55,O,O,O,O,O,energy after landing,2.058149264861,0,0.910085617,0.271642463,within contact bounds
0.5,2.56,O,O,O,O,O,energy after landing,2.057547039355,0,0.910103265,0.272053842,within contact bounds
0.5,2.57,O,O,O,O,O,energy after landing,2.056862420869,0,0.910123327,0.272465590,within contact bounds
0.5,2.58,O,O,O,O,O,energy after landing,2.056095339320,0,0.910145806,0.272877255,within contact bounds
0.5,2.59,O,O,O,O,O,energy after landing,2.055245725545,0,0.910170703,0.273288545,within contact bounds
0.5,2.60,O,O,O,O,O,energy after landing,2.054313511312,0,0.910198021,0.273699321,within contact bounds
0.5,2.61,O,O,O,O,O,energy after landing,2.053298629318,0,0.910227761,0.274109722,within contact bounds
0.5,2.62,O,O,O,O,O,energy after landing,2.052201013195,0,0.910259925,0.274519917,within contact bounds
0.5,2.63,O,O,O,O,O,energy after landing,2.051020597514,0,0.910294516,0.274930418,within contact bounds
0.5,2.64,O,O,O,O,O,energy after landing,2.049757317786,0,0.910331536,0.275340654,within contact bounds
0.5,2.65,O,O,O,O,O,energy after landing,2.048411110468,0,0.910370985,0.275750294,within contact bounds
0.5,2.66,O,O,O,O,O,energy after landing,2.046981912965,0,0.910412867,0.276159582,within contact bounds
0.5,2.67,O,O,O,O,O,energy after landing,2.045469663634,0,0.910457182,0.276568521,within contact bounds
0.5,2.68,O,O,O,O,O,energy after landing,2.043874301789,0,0.910503932,0.276977860,within contact bounds
0.5,2.69,O,O,O,O,O,energy after landing,2.042195767698,0,0.910553120,0.277386772,within contact bounds
0.5,2.70,O,O,O,O,O,energy after landing,2.040434002595,0,0.910604747,0.277795344,within contact bounds
0.5,2.71,O,O,O,O,O,energy after landing,2.038588948676,0,0.910658815,0.278203577,within contact bounds
0.5,2.72,O,O,O,O,O,energy after landing,2.036660549108,0,0.910715325,0.278611065,within contact bounds
0.5,2.73,O,O,O,O,O,energy after landing,2.034648748025,0,0.910774279,0.279019169,within contact bounds
0.5,2.74,O,O,O,O,O,energy after landing,2.032553490540,0,0.910835679,0.279427053,within contact bounds
0.5,2.75,O,O,O,O,O,energy after landing,2.030374722739,0,0.910899526,0.279834610,within contact bounds
0.5,2.76,O,O,O,O,O,energy after landing,2.028112391693,0,0.910965821,0.280241844,within contact bounds
0.5,2.77,O,O,O,O,O,energy after landing,2.025766445452,0,0.911034567,0.280648500,within contact bounds
0.5,2.78,O,O,O,O,O,energy after landing,2.023336833056,0,0.911105765,0.281054953,within contact bounds
0.5,2.79,O,O,O,O,O,energy after landing,2.020823504533,0,0.911179416,0.281461625,within contact bounds
0.5,2.80,O,O,O,O,O,energy after landing,2.018226410905,0,0.911255521,0.281868220,within contact bounds
0.5,2.81,O,O,O,O,O,energy after landing,2.015545504187,0,0.911334083,0.282274573,within contact bounds
0.5,2.82,O,O,O,O,O,energy after landing,2.012780737395,0,0.911415102,0.282680410,within contact bounds
0.5,2.83,O,O,O,O,O,energy after landing,2.009932064545,0,0.911498580,0.283085941,within contact bounds
0.5,2.84,O,O,O,O,O,energy after landing,2.006999440657,0,0.911584518,0.283491168,within contact bounds
0.5,2.85,O,O,O,O,O,energy after landing,2.003982821760,0,0.911672917,0.283896285,within contact bounds
0.5,2.86,O,O,O,O,O,energy after landing,2.000882164893,0,0.911763779,0.284301950,within contact bounds
0.5,2.87,O,O,O,O,O,energy after landing,1.997697428104,0,0.911857105,0.284706899,within contact bounds
0.5,2.88,O,O,O,O,O,energy after landing,1.994428570463,0,0.911952896,0.285111554,within contact bounds
0.5,2.89,O,O,O,O,O,energy after landing,1.991075552053,0,0.912051153,0.285515917,within contact bounds
0.5,2.90,O,O,O,O,O,energy after landing,1.987638333983,0,0.912151878,0.285919991,within contact bounds
0.5,2.91,O,O,O,O,O,energy after landing,1.984116878383,0,0.912255071,0.286323958,within contact bounds
0.5,2.92,O,O,O,O,O,energy after landing,1.980511148411,0,0.912360734,0.286728063,within contact bounds
0.5,2.93,O,O,O,O,O,energy after landing,1.976821108257,0,0.912468867,0.287131885,within contact bounds
0.5,2.94,O,O,O,O,O,energy after landing,1.973046723140,0,0.912579472,0.287535426,within contact bounds
0.5,2.95,O,O,O,O,O,energy after landing,1.969187959318,0,0.912692550,0.287938689,within contact bounds
0.5,2.96,O,O,O,O,O,energy after landing,1.965244784085,0,0.912808101,0.288341320,within contact bounds
0.5,2.97,O,O,O,O,O,energy after landing,1.961217165777,0,0.912926127,0.288743988,within contact bounds
0.5,2.98,O,O,O,O,O,energy after landing,1.957105073773,0,0.913046628,0.289147017,within contact bounds
0.5,2.99,O,O,O,O,O,energy after landing,1.952908478499,0,0.913169606,0.289549776,within contact bounds
0.5,3.00,O,O,O,O,O,energy after landing,1.948627351432,0,0.913295061,0.289952268,within contact bounds
0.5,3.01,O,O,O,O,O,energy after landing,1.944261665098,0,0.913422993,0.290354420,within contact bounds
0.5,3.02,O,O,O,O,O,energy after landing,1.939811393079,0,0.913553404,0.290756248,within contact bounds
0.5,3.03,O,O,O,O,O,energy after landing,1.935276510016,0,0.913686295,0.291157814,within contact bounds
0.5,3.04,O,O,O,O,O,energy after landing,1.930656991608,0,0.913821666,0.291559119,within contact bounds
0.5,3.05,O,O,O,O,O,energy after landing,1.925952814618,0,0.913959518,0.291960801,within contact bounds
0.5,3.06,O,O,O,O,O,energy after landing,1.921163956875,0,0.914099851,0.292362542,within contact bounds
0.5,3.07,O,O,O,O,O,energy after landing,1.916290397276,0,0.914242667,0.292763658,within contact bounds
0.5,3.08,O,O,O,O,O,energy after landing,1.911332115790,0,0.914387965,0.293164521,within contact bounds
0.5,3.09,O,O,O,O,O,energy after landing,1.906289093459,0,0.914535746,0.293565134,within contact bounds
0.5,3.10,O,O,O,O,O,energy after landing,1.901161312401,0,0.914686011,0.293965497,within contact bounds
0.5,3.11,O,O,O,O,O,energy after landing,1.895948755815,0,0.914838761,0.294365613,within contact bounds
0.5,3.12,O,O,O,O,O,energy after landing,1.890651407981,0,0.914993995,0.294766192,within contact bounds
0.5,3.13,O,O,O,O,O,energy after landing,1.885269254265,0,0.915151714,0.295166388,within contact bounds
0.5,3.14,O,O,O,O,O,energy after landing,1.879802281119,0,0.915311919,0.295566342,within contact bounds
0.5,3.15,O,O,O,O,O,energy after landing,1.874250476086,0,0.915474610,0.295966056,within contact bounds
0.5,3.16,O,O,O,O,O,energy after landing,1.868613827803,0,0.915639787,0.296365531,within contact bounds
0.5,3.17,O,O,O,O,O,energy after landing,1.862892326001,0,0.915807450,0.296764770,within contact bounds
0.5,3.18,O,O,O,O,O,energy after landing,1.857085961511,0,0.915977601,0.297163475,within contact bounds
0.5,3.19,O,O,O,O,O,energy after landing,1.851194726264,0,0.916150238,0.297562804,within contact bounds
0.5,3.20,O,O,O,O,O,energy after landing,1.845218613295,0,0.916325363,0.297961902,within contact bounds
0.5,3.21,O,O,O,O,O,energy after landing,1.839157616747,0,0.916502975,0.298360769,within contact bounds
0.5,3.22,O,O,O,O,O,energy after landing,1.833011731872,0,0.916683075,0.298759409,within contact bounds
0.5,3.23,O,O,O,O,O,energy after landing,1.826780955033,0,0.916865662,0.299157822,within contact bounds
0.5,3.24,O,O,O,O,O,energy after landing,1.820465283709,0,0.917050737,0.299555703,within contact bounds
0.5,3.25,O,O,O,O,O,energy after landing,1.814064716498,0,0.917238300,0.299953539,within contact bounds
0.5,3.26,O,O,O,O,O,energy after landing,1.807579253116,0,0.917428351,0.300351384,ideal no-slip/no-flight constraint result
0.5,3.27,O,O,O,O,O,energy after landing,1.801008894404,0,0.917620890,0.300749455,ideal no-slip/no-flight constraint result
0.5,3.28,O,O,O,O,O,energy after landing,1.794353642329,0,0.917815916,0.301147308,ideal no-slip/no-flight constraint result
0.5,3.29,O,O,O,O,O,energy after landing,1.787613499984,0,0.918013430,0.301544945,ideal no-slip/no-flight constraint result
