R_m,A,outcome,P,T,E,E2,how_P,E_over_Eb_at_pulse_end_P,impacts_in_pulse_P,N_min_P,max_H_over_N_P,contact_label
0.25,3.75,O,O,O,O,O,event,6.125852916369,0,0.846736315,0.310771315,ideal no-slip/no-flight constraint result
0.25,3.76,O,O,O,O,O,event,6.153134914339,0,0.845920579,0.311132070,ideal no-slip/no-flight constraint result
0.25,3.77,O,O,O,O,O,event,6.180355598911,0,0.845106677,0.311492905,ideal no-slip/no-flight constraint result
0.25,3.78,O,O,O,O,O,event,6.207515501848,0,0.844294593,0.311853727,ideal no-slip/no-flight constraint result
0.25,3.79,O,O,O,O,O,event,6.234615147258,0,0.843484310,0.312214541,ideal no-slip/no-flight constraint result
0.25,3.80,O,O,O,O,O,event,6.261655051746,0,0.842675813,0.312575820,ideal no-slip/no-flight constraint result
0.25,3.81,O,O,O,O,O,event,6.288635724560,0,0.841869087,0.312936705,ideal no-slip/no-flight constraint result
0.25,3.82,O,O,O,O,O,event,6.315557667739,0,0.841064117,0.313297583,ideal no-slip/no-flight constraint result
0.25,3.83,O,O,O,O,O,event,6.342421376254,0,0.840260889,0.313658457,ideal no-slip/no-flight constraint result
0.25,3.84,O,O,O,O,O,event,6.369227338143,0,0.839459387,0.314018823,ideal no-slip/no-flight constraint result
0.25,3.85,O,O,O,O,O,event,6.395976034649,0,0.838659598,0.314379649,ideal no-slip/no-flight constraint result
0.25,3.86,O,O,O,O,O,event,6.422667940348,0,0.837861506,0.314740507,ideal no-slip/no-flight constraint result
0.25,3.87,O,O,O,O,O,event,6.449303523278,0,0.837065099,0.315101432,ideal no-slip/no-flight constraint result
0.25,3.88,O,O,O,O,O,event,6.475883245064,0,0.836270361,0.315462873,ideal no-slip/no-flight constraint result
0.25,3.89,O,O,O,O,O,event,6.502407561040,0,0.835477281,0.315823781,ideal no-slip/no-flight constraint result
0.25,3.90,O,O,O,O,O,event,6.528876920363,0,0.834685843,0.316184701,ideal no-slip/no-flight constraint result
0.25,3.91,O,O,O,O,O,event,6.555291766138,0,0.833896036,0.316545094,ideal no-slip/no-flight constraint result
0.25,3.92,O,O,O,O,O,event,6.581652535520,0,0.833107845,0.316906029,ideal no-slip/no-flight constraint result
0.25,3.93,O,O,O,O,O,event,6.607959659833,0,0.832321259,0.317266987,ideal no-slip/no-flight constraint result
0.25,3.94,O,O,O,O,O,event,6.634213564674,0,0.831536264,0.317627970,ideal no-slip/no-flight constraint result
0.25,3.95,O,O,O,O,O,event,6.660414670018,0,0.830752847,0.317989545,ideal no-slip/no-flight constraint result
0.25,3.96,O,O,O,O,O,event,6.686563390321,0,0.829970997,0.318350577,ideal no-slip/no-flight constraint result
0.25,3.97,O,O,O,O,O,event,6.712660134623,0,0.829190701,0.318711634,ideal no-slip/no-flight constraint result
0.25,3.98,O,O,O,O,O,event,6.738705306641,0,0.828411947,0.319072348,ideal no-slip/no-flight constraint result
0.25,3.99,O,O,O,O,O,event,6.764699304868,0,0.827634723,0.319433477,ideal no-slip/no-flight constraint result
0.25,4.00,O,O,O,O,O,event,6.790642522665,0,0.826859017,0.319794641,ideal no-slip/no-flight constraint result
0.25,4.01,O,O,O,O,O,event,6.816535348356,0,0.826084818,0.320156096,ideal no-slip/no-flight constraint result
0.25,4.02,O,O,O,O,O,event,6.842378165311,0,0.825312114,0.320517296,ideal no-slip/no-flight constraint result
0.25,4.03,O,O,O,O,O,event,6.868171352038,0,0.824540895,0.320878529,ideal no-slip/no-flight constraint result
0.25,4.04,O,O,O,O,O,event,6.893915282269,0,0.823771148,0.321239761,ideal no-slip/no-flight constraint result
0.25,4.05,O,O,O,O,O,event,6.919610325038,0,0.823002863,0.321601112,ideal no-slip/no-flight constraint result
0.25,4.06,O,O,O,O,O,event,6.945256844768,0,0.822236028,0.321962506,ideal no-slip/no-flight constraint result
0.25,4.07,O,O,O,O,O,event,6.970855201350,0,0.821470634,0.322323739,ideal no-slip/no-flight constraint result
0.25,4.08,O,O,O,O,O,event,6.996405750216,0,0.820706669,0.322685155,ideal no-slip/no-flight constraint result
0.25,4.09,O,O,O,O,O,event,7.021908842422,0,0.819944123,0.323046982,ideal no-slip/no-flight constraint result
0.25,4.10,O,O,O,O,O,event,7.047364824720,0,0.819182986,0.323408551,ideal no-slip/no-flight constraint result
0.25,4.11,O,O,O,O,O,event,7.072774039628,0,0.818423247,0.323770167,ideal no-slip/no-flight constraint result
0.25,4.12,O,O,O,O,O,event,7.098136825505,0,0.817664896,0.324131317,ideal no-slip/no-flight constraint result
0.25,4.13,O,O,O,O,O,event,7.123453516621,0,0.816907924,0.324493112,ideal no-slip/no-flight constraint result
0.25,4.14,O,O,O,O,O,event,7.148724443222,0,0.816152320,0.324854965,ideal no-slip/no-flight constraint result
0.25,4.15,O,O,O,O,O,event,7.173949931603,0,0.815398074,0.325217108,ideal no-slip/no-flight constraint result
0.25,4.16,O,O,O,O,O,event,7.199130304165,0,0.814645178,0.325578975,ideal no-slip/no-flight constraint result
0.25,4.17,O,O,O,O,O,event,7.224265879486,0,0.813893621,0.325940920,ideal no-slip/no-flight constraint result
0.25,4.18,O,O,O,O,O,event,7.249356972382,0,0.813143394,0.326302998,ideal no-slip/no-flight constraint result
0.25,4.19,O,O,O,O,O,event,7.274403893968,0,0.812394488,0.326665137,ideal no-slip/no-flight constraint result
0.25,4.20,O,O,O,O,O,event,7.299406951716,0,0.811646893,0.327026929,ideal no-slip/no-flight constraint result
0.25,4.21,O,O,O,O,O,event,7.324366449519,0,0.810900601,0.327389070,ideal no-slip/no-flight constraint result
0.25,4.22,O,O,O,O,O,event,7.349282687743,0,0.810155602,0.327751929,ideal no-slip/no-flight constraint result
0.25,4.23,O,O,O,O,O,event,7.374155963288,0,0.809411887,0.328114314,ideal no-slip/no-flight constraint result
0.25,4.24,O,O,O,O,O,event,7.398986569642,0,0.808669449,0.328476499,ideal no-slip/no-flight constraint result
0.25,4.25,O,O,O,O,O,event,7.423774796934,0,0.807928278,0.328839145,ideal no-slip/no-flight constraint result
0.25,4.26,O,O,O,O,O,event,7.448520931988,0,0.807188365,0.329201863,ideal no-slip/no-flight constraint result
0.25,4.27,O,O,O,O,O,event,7.473225258375,0,0.806449702,0.329564487,ideal no-slip/no-flight constraint result
0.25,4.28,O,O,O,O,O,event,7.497888056465,0,0.805712281,0.329927203,ideal no-slip/no-flight constraint result
0.25,4.29,O,O,O,O,O,event,7.522509603476,0,0.804976094,0.330290462,ideal no-slip/no-flight constraint result
0.25,4.30,O,O,O,O,O,event,7.547090173523,0,0.804241131,0.330653470,ideal no-slip/no-flight constraint result
0.25,4.31,O,O,O,O,O,event,7.571630037666,0,0.803507386,0.331016120,ideal no-slip/no-flight constraint result
0.25,4.32,O,O,O,O,O,event,7.596129463958,0,0.802774850,0.331379435,ideal no-slip/no-flight constraint result
0.25,4.33,O,O,O,O,O,event,7.620588717489,0,0.802043515,0.331742834,ideal no-slip/no-flight constraint result
0.25,4.34,O,O,O,O,O,event,7.645008060435,0,0.801313374,0.332106258,ideal no-slip/no-flight constraint result
0.25,4.35,O,O,O,O,O,event,7.669387752098,0,0.800584418,0.332469652,ideal no-slip/no-flight constraint result
0.25,4.36,O,O,O,O,O,event,7.693728048953,0,0.799856639,0.332833533,ideal no-slip/no-flight constraint result
0.25,4.37,O,O,O,O,O,event,7.718029204688,0,0.799130032,0.333197265,ideal no-slip/no-flight constraint result
0.25,4.38,O,O,O,O,O,event,7.742291470250,0,0.798404587,0.333560598,ideal no-slip/no-flight constraint result
0.25,4.39,O,O,O,O,O,event,7.766515093881,0,0.797680297,0.333924685,ideal no-slip/no-flight constraint result
0.25,4.40,O,O,O,O,O,event,7.790700321160,0,0.796957156,0.334288986,ideal no-slip/no-flight constraint result
0.25,4.41,O,O,O,O,O,event,7.814847395046,0,0.796235155,0.334653071,ideal no-slip/no-flight constraint result
0.25,4.42,O,O,O,O,O,event,7.838956555910,0,0.795514288,0.335017501,ideal no-slip/no-flight constraint result
0.25,4.43,O,O,O,O,O,event,7.863028041580,0,0.794794547,0.335381964,ideal no-slip/no-flight constraint result
0.25,4.44,O,O,O,O,O,event,7.887062087374,0,0.794075926,0.335746523,ideal no-slip/no-flight constraint result
0.25,4.45,O,O,O,O,O,event,7.911058926138,0,0.793358417,0.336110753,ideal no-slip/no-flight constraint result
0.25,4.46,O,O,O,O,O,event,7.935018788282,0,0.792642014,0.336475714,ideal no-slip/no-flight constraint result
0.25,4.47,O,O,O,O,O,event,7.958941901815,0,0.791926710,0.336840804,ideal no-slip/no-flight constraint result
0.25,4.48,O,O,O,O,O,event,7.982828492379,0,0.791212498,0.337205763,ideal no-slip/no-flight constraint result
0.25,4.49,O,O,O,O,O,event,8.006678783285,0,0.790499371,0.337571207,ideal no-slip/no-flight constraint result
0.25,4.50,O,O,O,O,O,event,8.030492995544,0,0.789787323,0.337936592,ideal no-slip/no-flight constraint result
0.25,4.51,O,O,O,O,O,event,8.054271347901,0,0.789076347,0.338301596,ideal no-slip/no-flight constraint result
0.25,4.52,O,O,O,O,O,event,8.078014056869,0,0.788366437,0.338667422,ideal no-slip/no-flight constraint result
0.25,4.53,O,O,O,O,O,event,8.101721336754,0,0.787657586,0.339033424,ideal no-slip/no-flight constraint result
0.25,4.54,O,O,O,O,O,event,8.125393399696,0,0.786949788,0.339399256,ideal no-slip/no-flight constraint result
0.25,4.55,O,O,O,O,O,event,8.149030455691,0,0.786243037,0.339765570,ideal no-slip/no-flight constraint result
0.25,4.56,O,O,O,O,O,event,8.172632712625,0,0.785537326,0.340131868,ideal no-slip/no-flight constraint result
0.25,4.57,O,O,O,O,O,event,8.196200376301,0,0.784832650,0.340497789,ideal no-slip/no-flight constraint result
0.25,4.58,O,O,O,O,O,event,8.219733650472,0,0.784129002,0.340864570,ideal no-slip/no-flight constraint result
0.25,4.59,O,O,O,O,O,event,8.243232736864,0,0.783426376,0.341231523,ideal no-slip/no-flight constraint result
0.25,4.60,O,O,O,O,O,event,8.266697835208,0,0.782724767,0.341598321,ideal no-slip/no-flight constraint result
0.25,4.61,O,O,O,O,O,event,8.290129143265,0,0.782024167,0.341965648,ideal no-slip/no-flight constraint result
0.25,4.62,O,O,O,O,O,event,8.313526856855,0,0.781324573,0.342332954,ideal no-slip/no-flight constraint result
0.25,4.63,O,O,O,O,O,event,8.336891169880,0,0.780625976,0.342699934,ideal no-slip/no-flight constraint result
0.25,4.64,O,O,O,O,O,event,8.360222274356,0,0.779928373,0.343067764,ideal no-slip/no-flight constraint result
0.25,4.65,O,O,O,O,O,event,8.383520360430,0,0.779231757,0.343435725,ideal no-slip/no-flight constraint result
0.25,4.66,O,O,O,O,O,event,8.406785616413,0,0.778536123,0.343803588,ideal no-slip/no-flight constraint result
0.25,4.67,O,O,O,O,O,event,8.430018228801,0,0.777841465,0.344172069,ideal no-slip/no-flight constraint result
0.25,4.68,O,O,O,O,O,event,8.453218382298,0,0.777147777,0.344539872,ideal no-slip/no-flight constraint result
0.25,4.69,O,O,O,O,O,event,8.476386259844,0,0.776455055,0.344908664,ideal no-slip/no-flight constraint result
0.25,4.70,O,O,O,O,O,event,8.499522042633,0,0.775763292,0.345277804,ideal no-slip/no-flight constraint result
0.25,4.71,O,O,O,O,O,event,8.522625910141,0,0.775072483,0.345646687,ideal no-slip/no-flight constraint result
0.25,4.72,O,O,O,O,O,event,8.545698040146,0,0.774382623,0.346016028,ideal no-slip/no-flight constraint result
0.25,4.73,O,O,O,O,O,event,8.568738608751,0,0.773693707,0.346385501,ideal no-slip/no-flight constraint result
0.25,4.74,O,O,O,O,O,event,8.591747790405,0,0.773005730,0.346754577,ideal no-slip/no-flight constraint result
0.25,4.75,O,O,O,O,O,event,8.614725757926,0,0.772318685,0.347124655,ideal no-slip/no-flight constraint result
0.25,4.76,O,O,O,O,O,event,8.637672682521,0,0.771632569,0.347494957,ideal no-slip/no-flight constraint result
0.25,4.77,O,O,O,O,O,event,8.660588733807,0,0.770947376,0.347865111,ideal no-slip/no-flight constraint result
0.25,4.78,O,O,O,O,O,event,8.683474079833,0,0.770263101,0.348235863,ideal no-slip/no-flight constraint result
0.25,4.79,O,O,O,O,O,event,8.706328887095,0,0.769579739,0.348606653,ideal no-slip/no-flight constraint result
0.25,4.80,O,O,O,O,O,event,8.729153320565,0,0.768897286,0.348977186,ideal no-slip/no-flight constraint result
0.25,4.81,O,O,O,O,O,event,8.751947543701,0,0.768215736,0.349348833,ideal no-slip/no-flight constraint result
0.25,4.82,O,O,O,O,O,event,8.774711718472,0,0.767535084,0.349720200,ideal no-slip/no-flight constraint result
0.25,4.83,O,O,O,O,O,event,8.797446005374,0,0.766855326,0.350092013,ideal no-slip/no-flight constraint result
0.25,4.84,O,O,O,O,O,event,8.820150563452,0,0.766176456,0.350464058,ideal no-slip/no-flight constraint result
0.25,4.85,O,O,O,O,O,event,8.842825550312,0,0.765498471,0.350835687,ideal no-slip/no-flight constraint result
0.25,4.86,O,O,O,O,O,event,8.865471122147,0,0.764821365,0.351208427,ideal no-slip/no-flight constraint result
0.25,4.87,O,O,O,O,O,event,8.888087433748,0,0.764145135,0.351581456,ideal no-slip/no-flight constraint result
0.25,4.88,O,O,O,O,O,event,8.910674638526,0,0.763469774,0.351954420,ideal no-slip/no-flight constraint result
0.25,4.89,O,O,O,O,O,event,8.933232888524,0,0.762795280,0.352327819,ideal no-slip/no-flight constraint result
0.25,4.90,O,O,O,O,O,event,8.955762334439,0,0.762121646,0.352700947,ideal no-slip/no-flight constraint result
0.25,4.91,O,O,O,O,O,event,8.978263125638,0,0.761448870,0.353074774,ideal no-slip/no-flight constraint result
0.25,4.92,O,O,O,O,O,event,9.000735410169,0,0.760776945,0.353449375,ideal no-slip/no-flight constraint result
0.25,4.93,O,O,O,O,O,event,9.023179334785,0,0.760105869,0.353823692,ideal no-slip/no-flight constraint result
0.25,4.94,O,O,O,O,O,event,9.045595044953,0,0.759435636,0.354198442,ideal no-slip/no-flight constraint result
0.25,4.95,O,O,O,O,O,event,9.067982684873,0,0.758766243,0.354573225,ideal no-slip/no-flight constraint result
0.25,4.96,O,O,O,O,O,event,9.090342397494,0,0.758097684,0.354948292,ideal no-slip/no-flight constraint result
0.25,4.97,O,O,O,O,O,event,9.112674324525,0,0.757429957,0.355324482,ideal no-slip/no-flight constraint result
0.25,4.98,O,O,O,O,O,event,9.134978606456,0,0.756763056,0.355700354,ideal no-slip/no-flight constraint result
0.25,4.99,O,O,O,O,O,event,9.157255382567,0,0.756096977,0.356076462,ideal no-slip/no-flight constraint result
0.25,5.00,O,O,O,O,O,event,9.179504790945,0,0.755431717,0.356453160,ideal no-slip/no-flight constraint result
0.25,5.01,O,O,O,O,O,event,9.201726968498,0,0.754767271,0.356829732,ideal no-slip/no-flight constraint result
0.25,5.02,O,O,O,O,O,event,9.223922050970,0,0.754103635,0.357207338,ideal no-slip/no-flight constraint result
0.25,5.03,O,O,O,O,O,event,9.246090172953,0,0.753440805,0.357584890,ideal no-slip/no-flight constraint result
0.25,5.04,O,O,O,O,O,event,9.268231467900,0,0.752778777,0.357962451,ideal no-slip/no-flight constraint result
0.25,5.05,O,O,O,O,O,event,9.290346068142,0,0.752117548,0.358340881,ideal no-slip/no-flight constraint result
0.25,5.06,O,O,O,O,O,event,9.312434104896,0,0.751457113,0.358719425,ideal no-slip/no-flight constraint result
0.25,5.07,O,O,O,O,O,event,9.334495708283,0,0.750797468,0.359098540,ideal no-slip/no-flight constraint result
0.25,5.08,O,O,O,O,O,event,9.356531007338,0,0.750138609,0.359477910,ideal no-slip/no-flight constraint result
0.25,5.09,O,O,O,O,O,event,9.378540130022,0,0.749480534,0.359857017,ideal no-slip/no-flight constraint result
0.25,5.10,O,O,O,O,O,event,9.400523203236,0,0.748823237,0.360237319,ideal no-slip/no-flight constraint result
0.25,5.11,O,O,O,O,O,event,9.422480352833,0,0.748166715,0.360618006,ideal no-slip/no-flight constraint result
0.25,5.12,O,O,O,O,O,event,9.444411703631,0,0.747510965,0.360998729,ideal no-slip/no-flight constraint result
0.25,5.13,O,O,O,O,O,event,9.466317379421,0,0.746855982,0.361380062,ideal no-slip/no-flight constraint result
0.25,5.14,O,O,O,O,O,event,9.488197502982,0,0.746201764,0.361761354,ideal no-slip/no-flight constraint result
0.25,5.15,O,O,O,O,O,event,9.510052196094,0,0.745548305,0.362143139,ideal no-slip/no-flight constraint result
0.25,5.16,O,O,O,O,O,event,9.531881579544,0,0.744895604,0.362526157,ideal no-slip/no-flight constraint result
0.25,5.17,O,O,O,O,O,event,9.553685773143,0,0.744243656,0.362908585,ideal no-slip/no-flight constraint result
0.25,5.18,O,O,O,O,O,event,9.575464895733,0,0.743592457,0.363292043,ideal no-slip/no-flight constraint result
0.25,5.19,O,O,O,O,O,event,9.597219065199,0,0.742942004,0.363675805,ideal no-slip/no-flight constraint result
0.25,5.20,O,O,O,O,O,event,9.618948398481,0,0.742292295,0.364059950,ideal no-slip/no-flight constraint result
0.25,5.21,O,O,O,O,O,event,9.640653011583,0,0.741643324,0.364444608,ideal no-slip/no-flight constraint result
0.25,5.22,O,O,O,O,O,event,9.662333019583,0,0.740995089,0.364829217,ideal no-slip/no-flight constraint result
0.25,5.23,O,O,O,O,O,event,9.683988536646,0,0.740347586,0.365214599,ideal no-slip/no-flight constraint result
0.25,5.24,O,O,O,O,O,event,9.705619676031,0,0.739700812,0.365601051,ideal no-slip/no-flight constraint result
0.25,5.25,O,O,O,O,O,event,9.727226550103,0,0.739054763,0.365987067,ideal no-slip/no-flight constraint result
0.25,5.26,O,O,O,O,O,event,9.748809270341,0,0.738409437,0.366374141,ideal no-slip/no-flight constraint result
0.25,5.27,O,O,O,O,O,event,9.770367947351,0,0.737764830,0.366761602,ideal no-slip/no-flight constraint result
0.25,5.28,O,O,O,O,O,event,9.791902690871,0,0.737120938,0.367149443,ideal no-slip/no-flight constraint result
0.25,5.29,O,O,O,O,O,event,9.813413609783,0,0.736477759,0.367537913,ideal no-slip/no-flight constraint result
0.25,5.30,O,O,O,O,O,event,9.834900812125,0,0.735835289,0.367926502,ideal no-slip/no-flight constraint result
0.25,5.31,O,O,O,O,O,event,9.856364405094,0,0.735193524,0.368315681,ideal no-slip/no-flight constraint result
0.25,5.32,O,O,O,O,O,event,9.877804495060,0,0.734552463,0.368706165,ideal no-slip/no-flight constraint result
0.25,5.33,O,O,O,O,O,event,9.899221187572,0,0.733912101,0.369096052,ideal no-slip/no-flight constraint result
0.25,5.34,O,O,O,O,O,event,9.920614587370,0,0.733272435,0.369487273,ideal no-slip/no-flight constraint result
0.25,5.35,O,O,O,O,O,event,9.941984798389,0,0.732633463,0.369879158,ideal no-slip/no-flight constraint result
0.25,5.36,O,O,O,O,O,event,9.963331923773,0,0.731995181,0.370270984,ideal no-slip/no-flight constraint result
0.25,5.37,O,O,O,O,O,event,9.984656065879,0,0.731357587,0.370663832,ideal no-slip/no-flight constraint result
0.25,5.38,O,O,O,O,O,event,10.005957326287,0,0.730720676,0.371057169,ideal no-slip/no-flight constraint result
0.25,5.39,O,O,O,O,O,event,10.027235805810,0,0.730084447,0.371450981,ideal no-slip/no-flight constraint result
0.25,5.40,O,O,O,O,O,event,10.048491604498,0,0.729448895,0.371845556,ideal no-slip/no-flight constraint result
0.25,5.41,O,O,O,O,O,event,10.069724821651,0,0.728814019,0.372240489,ideal no-slip/no-flight constraint result
0.25,5.42,O,O,O,O,O,event,10.090935555821,0,0.728179816,0.372636042,ideal no-slip/no-flight constraint result
0.25,5.43,O,O,O,O,O,event,10.112123904826,0,0.727546281,0.373032744,ideal no-slip/no-flight constraint result
0.25,5.44,O,O,O,O,O,event,10.133289965753,0,0.726913413,0.373429427,ideal no-slip/no-flight constraint result
